journey_id,group,path,owner,dependencies,surfaces,assessment_status,closure_status,execution_state,baseline_sha
J079,05-financial-closure,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/05-financial-closure/J079.md,"[DSH, WLT]","[FOUNDATION-00, J078]","[app-client, app-partner, app-captain, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J080,05-financial-closure,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/05-financial-closure/J080.md,WLT,"[FOUNDATION-00, J079]","[app-client, app-partner, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J081,05-financial-closure,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/05-financial-closure/J081.md,WLT,"[FOUNDATION-00, J080]","[app-client, app-partner, app-captain, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J082,05-financial-closure,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/05-financial-closure/J082.md,WLT,"[FOUNDATION-00, J081]",[control-panel],NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J083,05-financial-closure,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/05-financial-closure/J083.md,"[WLT, DSH]","[FOUNDATION-00, J082]","[app-captain, app-partner, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J084,05-financial-closure,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/05-financial-closure/J084.md,"[WLT, DSH]","[FOUNDATION-00, J083]","[app-captain, app-partner, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J085,05-financial-closure,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/05-financial-closure/J085.md,WLT,"[FOUNDATION-00, J084]","[app-captain, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J086,05-financial-closure,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/05-financial-closure/J086.md,WLT,"[FOUNDATION-00, J085]","[app-partner, app-captain, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J087,05-financial-closure,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/05-financial-closure/J087.md,"[WLT, DSH]","[FOUNDATION-00, J086]","[app-partner, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J088,05-financial-closure,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/05-financial-closure/J088.md,"[WLT, DSH]","[FOUNDATION-00, J087]","[app-client, app-partner, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J089,05-financial-closure,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/05-financial-closure/J089.md,WLT,"[FOUNDATION-00, J088]","[app-client, app-partner, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J090,05-financial-closure,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/05-financial-closure/J090.md,WLT,"[FOUNDATION-00, J089]","[app-partner, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J091,05-financial-closure,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/05-financial-closure/J091.md,WLT,"[FOUNDATION-00, J090]","[app-partner, app-captain, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J092,05-financial-closure,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/05-financial-closure/J092.md,WLT,"[FOUNDATION-00, J091]","[app-partner, app-captain, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J093,05-financial-closure,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/05-financial-closure/J093.md,"[WLT, DSH]","[FOUNDATION-00, J092]","[control-panel, app-partner]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J094,05-financial-closure,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/05-financial-closure/J094.md,WLT,"[FOUNDATION-00, J093]","[app-partner, app-captain, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J095,06-cross-cutting-final,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/06-cross-cutting-final/J095.md,[ALL_DOMAIN_OWNERS],"[FOUNDATION-00, J094]","[app-client, app-partner, app-captain, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J096,06-cross-cutting-final,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/06-cross-cutting-final/J096.md,"[Identity, ALL_DOMAIN_OWNERS]","[FOUNDATION-00, J095]","[app-client, app-partner, app-captain, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J097,06-cross-cutting-final,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/06-cross-cutting-final/J097.md,"[ALL_EVENT_PRODUCERS, ALL_EVENT_CONSUMERS]","[FOUNDATION-00, J096]",[control-panel],NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J098,06-cross-cutting-final,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/06-cross-cutting-final/J098.md,[ALL_JOB_OWNERS],"[FOUNDATION-00, J097]",[control-panel],NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J099,06-cross-cutting-final,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/06-cross-cutting-final/J099.md,[ALL_DOMAIN_OWNERS],"[FOUNDATION-00, J098]","[app-client, app-partner, app-captain, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J100,06-cross-cutting-final,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/06-cross-cutting-final/J100.md,"[Media, ALL_LINKING_DOMAINS]","[FOUNDATION-00, J099]","[app-client, app-partner, app-captain, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J101,06-cross-cutting-final,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/06-cross-cutting-final/J101.md,[ALL_MOBILE_DOMAIN_OWNERS],"[FOUNDATION-00, J100]","[app-client, app-partner, app-captain, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J102,06-cross-cutting-final,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/06-cross-cutting-final/J102.md,"[ALL_SERVICES, PLATFORM_OPERATIONS]","[FOUNDATION-00, J101]",[control-panel],NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J103,06-cross-cutting-final,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/06-cross-cutting-final/J103.md,"[SECURITY, PRIVACY, ALL_DOMAIN_OWNERS]","[FOUNDATION-00, J102]","[app-client, app-partner, app-captain, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J104,06-cross-cutting-final,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/06-cross-cutting-final/J104.md,"[PLATFORM_RUNTIME, ALL_SERVICES, ALL_SURFACES]","[FOUNDATION-00, J103]","[app-client, app-partner, app-captain, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J105,06-cross-cutting-final,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/06-cross-cutting-final/J105.md,"[ALL_SURFACE_OWNERS, DESIGN_SYSTEM]","[FOUNDATION-00, J104]","[app-client, app-partner, app-captain, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J106,06-cross-cutting-final,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/06-cross-cutting-final/J106.md,"[PLATFORM_DATA, ALL_DOMAIN_OWNERS, RELEASE_GOVERNANCE]","[FOUNDATION-00, J105]",[control-panel],NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J107,06-cross-cutting-final,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/06-cross-cutting-final/J107.md,"[GOVERNANCE, ALL_DOMAIN_OWNERS]","[FOUNDATION-00, J106]","[app-client, app-partner, app-captain, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
